2033844.3	134676.3	134676.15	2836373.3	52696.5	457423.5	122358.4	512565.3	946334.3	113562.5	512350.3	113567.3	2939490.3	1734444.3	649831.3	1710355.3	1246995.3	2721544.3
100.0	99.995773	99.998199	85.224579	84.766525	85.112518	85.513382	82.493294	82.072342	81.534836	81.901848	81.788605	80.291725	80.48307	80.200348	79.913528	79.856384	80.157455
99.995773	100.0	99.997559	85.232407	84.780029	85.116699	85.533508	82.493149	82.123474	81.537262	81.941742	81.819427	80.259369	80.480042	80.252716	79.942474	79.855057	80.194046
99.998199	99.997559	100.0	85.196815	84.795441	85.11319	85.5289	82.535645	82.123367	81.592812	81.923035	81.778221	80.211411	80.475555	80.253799	79.94249	79.876198	80.192131
85.224579	85.232407	85.196815	100.0	87.055939	85.295494	85.882156	82.606377	82.226166	81.631905	81.793793	81.771645	80.336441	80.482727	80.07914	79.768738	79.683235	80.178024
84.766525	84.780029	84.795441	87.055939	100.0	84.858589	85.345016	82.545273	82.182541	81.535423	81.888275	81.753082	80.189926	80.614067	80.086243	79.844688	79.887947	80.148056
85.112518	85.116699	85.11319	85.295494	84.858589	100.0	86.072327	83.025711	82.637444	81.943329	82.391945	82.289719	80.537216	80.87149	80.670227	80.239349	80.187515	80.709183
85.513382	85.533508	85.5289	85.882156	85.345016	86.072327	100.0	82.893372	82.606689	81.833344	82.190811	82.061798	80.392632	80.629547	80.308609	80.018463	79.910934	80.238487
82.493294	82.493149	82.535645	82.606377	82.545273	83.025711	82.893372	100.0	86.580978	82.482338	83.016068	82.833664	80.382004	80.725029	80.297409	79.963615	80.180435	80.430939
82.072342	82.123474	82.123367	82.226166	82.182541	82.637444	82.606689	86.580978	100.0	82.235672	82.649246	82.635353	80.302597	80.533707	80.001709	79.720428	80.022606	80.257896
81.534836	81.537262	81.592812	81.631905	81.535423	81.943329	81.833344	82.482338	82.235672	100.0	84.221573	83.756477	79.778168	79.954102	79.477859	79.343231	79.620728	79.699585
81.901848	81.941742	81.923035	81.793793	81.888275	82.391945	82.190811	83.016068	82.649246	84.221573	100.0	86.182358	80.076958	80.435173	79.664246	79.544434	79.692078	80.04007
81.788605	81.819427	81.778221	81.771645	81.753082	82.289719	82.061798	82.833664	82.635353	83.756477	86.182358	100.0	80.181992	80.384636	79.586037	79.4534	79.657547	79.91449
80.291725	80.259369	80.211411	80.336441	80.189926	80.537216	80.392632	80.382004	80.302597	79.778168	80.076958	80.181992	100.0	86.301208	80.424713	80.292084	80.5009	80.65844
80.48307	80.480042	80.475555	80.482727	80.614067	80.87149	80.629547	80.725029	80.533707	79.954102	80.435173	80.384636	86.301208	100.0	80.71846	80.383209	80.935196	80.790833
80.200348	80.252716	80.253799	80.07914	80.086243	80.670227	80.308609	80.297409	80.001709	79.477859	79.664246	79.586037	80.424713	80.71846	100.0	84.431091	81.650604	82.777809
79.913528	79.942474	79.94249	79.768738	79.844688	80.239349	80.018463	79.963615	79.720428	79.343231	79.544434	79.4534	80.292084	80.383209	84.431091	100.0	81.508553	82.347214
79.856384	79.855057	79.876198	79.683235	79.887947	80.187515	79.910934	80.180435	80.022606	79.620728	79.692078	79.657547	80.5009	80.935196	81.650604	81.508553	100.0	82.920067
80.157455	80.194046	80.192131	80.178024	80.148056	80.709183	80.238487	80.430939	80.257896	79.699585	80.04007	79.91449	80.65844	80.790833	82.777809	82.347214	82.920067	100.0
