2135475.3	106592.44	106592.91	1416753.3	1736512.3	106592.28	1041159.3	2203782.4	1752398.6	2811423.3	1120652.3	106592.89	716928.12	520838.5	375549.3	48291.4	106592.90	1120653.3	1736497.3	106592.17	1736558.3	106592.7
100.0	87.567551	87.619095	83.844284	83.813637	79.178825	81.423141	83.939377	80.924164	87.54351	84.148643	87.530128	81.188316	81.698532	81.529114	81.920975	87.52449	84.122726	83.862251	95.104958	87.638809	84.244843
87.567551	100.0	99.479843	83.904953	83.768402	79.098534	81.436951	84.007294	80.971924	93.007019	84.000626	98.605209	81.157585	81.572784	81.523773	82.015503	98.579254	84.044998	83.782623	87.671326	99.35881	83.977585
87.619095	99.479843	100.0	83.825882	83.730652	79.067215	81.482468	84.018967	80.976425	93.042267	84.065712	98.658852	81.242683	81.608765	81.574066	81.967087	98.616562	84.077591	83.728119	87.658051	99.468185	84.010132
83.844284	83.904953	83.825882	100.0	98.600449	78.817749	81.18795	89.018204	80.683197	83.856522	90.36982	83.756958	80.833626	81.460251	81.506073	81.710403	83.750824	90.406502	98.607773	83.973251	83.848686	90.277512
83.813637	83.768402	83.730652	98.600449	100.0	78.674225	81.173836	89.121628	80.671669	83.811028	90.391907	83.641983	80.832542	81.398834	81.315353	81.541031	83.687035	90.350983	98.963013	83.892929	83.800385	90.234039
79.178825	79.098534	79.067215	78.817749	78.674225	100.0	78.530853	78.90657	78.515823	79.106918	78.850571	78.982834	78.640564	78.531418	78.669373	78.939857	79.039612	78.898361	78.742447	79.043175	79.095154	78.920822
81.423141	81.436951	81.482468	81.18795	81.173836	78.530853	100.0	81.057892	82.868668	81.454796	81.271957	81.307388	83.036407	82.952904	82.723526	83.819412	81.409821	81.278351	81.21138	81.545898	81.455307	81.182541
83.939377	84.007294	84.018967	89.018204	89.121628	78.90657	81.057892	100.0	80.675461	84.077805	88.971428	83.955338	80.839737	81.399719	81.397491	81.516464	83.947762	88.953224	89.104843	84.053696	84.039703	89.0168
80.924164	80.971924	80.976425	80.683197	80.671669	78.515823	82.868668	80.675461	100.0	81.08445	80.883057	80.940849	89.46347	81.934647	81.701279	83.193939	80.987778	80.885025	80.722107	81.075607	80.925537	80.862595
87.54351	93.007019	93.042267	83.856522	83.811028	79.106918	81.454796	84.077805	81.08445	100.0	84.148735	92.969482	81.271088	81.736389	81.646683	82.064003	92.958466	84.234436	83.83287	87.582901	93.017822	84.052475
84.148643	84.000626	84.065712	90.36982	90.391907	78.850571	81.271957	88.971428	80.883057	84.148735	100.0	83.995804	80.978607	81.663628	81.597534	81.729095	84.056595	98.600327	90.399345	84.251389	84.129143	93.705032
87.530128	98.605209	98.658852	83.756958	83.641983	78.982834	81.307388	83.955338	80.940849	92.969482	83.995804	100.0	81.169411	81.596565	81.486084	81.904015	99.034454	84.051331	83.731125	87.678535	98.555016	83.844025
81.188316	81.157585	81.242683	80.833626	80.832542	78.640564	83.036407	80.839737	89.46347	81.271088	80.978607	81.169411	100.0	82.047577	81.970474	83.239029	81.210892	80.962402	80.789597	81.311295	81.241699	80.957932
81.698532	81.572784	81.608765	81.460251	81.398834	78.531418	82.952904	81.399719	81.934647	81.736389	81.663628	81.596565	82.047577	100.0	87.487038	82.816895	81.557159	81.642456	81.418182	81.722015	81.598785	81.634613
81.529114	81.523773	81.574066	81.506073	81.315353	78.669373	82.723526	81.397491	81.701279	81.646683	81.597534	81.486084	81.970474	87.487038	100.0	83.044479	81.506073	81.630829	81.352837	81.604813	81.478699	81.59375
81.920975	82.015503	81.967087	81.710403	81.541031	78.939857	83.819412	81.516464	83.193939	82.064003	81.729095	81.904015	83.239029	82.816895	83.044479	100.0	81.949852	81.855156	81.508926	82.011154	81.896744	81.776794
87.52449	98.579254	98.616562	83.750824	83.687035	79.039612	81.409821	83.947762	80.987778	92.958466	84.056595	99.034454	81.210892	81.557159	81.506073	81.949852	100.0	84.064865	83.735153	87.743958	98.594048	83.905319
84.122726	84.044998	84.077591	90.406502	90.350983	78.898361	81.278351	88.953224	80.885025	84.234436	98.600327	84.051331	80.962402	81.642456	81.630829	81.855156	84.064865	100.0	90.359573	84.21994	84.134819	93.721542
83.862251	83.782623	83.728119	98.607773	98.963013	78.742447	81.21138	89.104843	80.722107	83.83287	90.399345	83.731125	80.789597	81.418182	81.352837	81.508926	83.735153	90.359573	100.0	83.945419	83.784615	90.206779
95.104958	87.671326	87.658051	83.973251	83.892929	79.043175	81.545898	84.053696	81.075607	87.582901	84.251389	87.678535	81.311295	81.722015	81.604813	82.011154	87.743958	84.21994	83.945419	100.0	87.65213	84.386169
87.638809	99.35881	99.468185	83.848686	83.800385	79.095154	81.455307	84.039703	80.925537	93.017822	84.129143	98.555016	81.241699	81.598785	81.478699	81.896744	98.594048	84.134819	83.784615	87.65213	100.0	84.066521
84.244843	83.977585	84.010132	90.277512	90.234039	78.920822	81.182541	89.0168	80.862595	84.052475	93.705032	83.844025	80.957932	81.634613	81.59375	81.776794	83.905319	93.721542	90.206779	84.386169	84.066521	100.0
